,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Origem,Matrícula,Valor Fixo,Série
220,2018,,Gasolina,Usados,8062010026,Fiat,69 cv,39 025 km,Pequeno citadino,Manual,Nacional,03-UI-95,Sim,
221,2018,,Gasolina,Usados,8067938038,Hyundai,75 cv,27 137 km,Citadino,Manual,Nacional,50-UL-34,Sim,
222,2020,,Diesel,Usados,8074342428,Mercedes-Benz,116 cv,7 500 km,Coupé,Manual,Nacional,61-ZR-61,Sim,Classe CLA
223,2010,Classe 1,Gasolina,Usados,8075655276,SEAT,62 cv,141 000 km,Pequeno citadino,Manual,Nacional,,,
224,2008,Classe 1,Diesel,Usados,8052739170,Mercedes-Benz,170 cv,150 000 km,Sedan,Manual,,83-LB-57,Sim,Classe C
225,2018,,Gasolina,Usados,8072400559,VW,75 cv,29 374 km,Citadino,Manual,Nacional,80-UH-36,Sim,
226,2015,,Diesel,Usados,8074342414,BMW,190 cv,90 000 km,Utilitário,Automática,Nacional,24-QP-43,Sim,Série 4
227,2013,Classe 1,Diesel,Usados,8075650962,Mercedes-Benz,170 cv,160 735 km,Carrinha,Manual,,17-TQ-75,Sim,Classe C
228,2015,Classe 1,Diesel,Usados,8075761263,Peugeot,120 cv,75 200 km,Utilitário,Manual,,,Sim,
229,2015,Classe 1,Diesel,Usados,8064523527,Mercedes-Benz,136 cv,94 100 km,Sedan,Manual,Nacional,79-QF-88,Sim,Classe CLA
230,2010,,Gasolina,Usados,8075625617,Ford,330 cv,27 682 km,Coupé,Manual,,,,
231,2018,,Gasolina,Usados,8062010005,SEAT,115 cv,28 367 km,Carrinha,Manual,Nacional,66-VE-25,Sim,
232,2014,Classe 1,Diesel,Usados,8075654483,BMW,116 cv,120 000 km,Utilitário,Manual,Nacional,,,Série 1
233,1996,,Diesel,Usados,8064314264,Mitsubishi,100 cv,308 000 km,SUV / TT,Manual,,,,
234,2015,Classe 1,Diesel,Usados,8064523527,Mercedes-Benz,136 cv,94 100 km,Sedan,Manual,Nacional,79-QF-88,Sim,Classe CLA
235,2019,,Diesel,Usados,8072400496,Peugeot,100 cv,22 642 km,Carrinha,Manual,Nacional,05-XD-18,Sim,
236,2017,,Híbrido (Gasolina),Usados,8072400542,Toyota,100 cv,25 000 km,Citadino,Automática,Nacional,28-TU-00,Sim,
237,2015,Classe 1,Diesel,Usados,8075761263,Peugeot,120 cv,75 200 km,Utilitário,Manual,,,Sim,
238,2019,,Diesel,Usados,8072400577,BMW,116 cv,12 000 km,SUV / TT,Manual,Nacional,88-XU-01,Sim,Série X
239,2014,,Diesel,Usados,8067938131,Kia,77 cv,38 051 km,Monovolume,Manual,Nacional,65-OT-69,Sim,
240,1989,,Gasolina,Usados,8066343789,Citroën,3 cv,69 000 km,Citadino,Manual,Nacional,00-00-00,Sim,
241,2014,Classe 1,Diesel,Usados,8046529033,Volvo,115 cv,146 403 km,Utilitário,Manual,Nacional,,,
242,2020,,Diesel,Usados,8075650246,Mercedes-Benz,177 cv,50 km,Carrinha,Automática,Nacional,30-ZU-36,Sim,Classe CLA
243,2005,Classe 1,Gasolina,Usados,8075648757,Chevrolet,75 cv,124 000 km,Utilitário,Manual,Nacional,,,
244,2020,,Diesel,Usados,8075650241,Audi,286 cv,20 km,SUV / TT,Semi-automática,Nacional,64-ZR-36,Sim,
245,2014,Classe 1,Diesel,Usados,8075647728,Renault,90 cv,128 000 km,Carrinha,Manual,Importado,,,
246,2015,,Diesel,Usados,8067353097,VW,120 cv,60 980 km,Sedan,Manual,Nacional,65-QE-09,Sim,
247,2019,Classe 1,Diesel,Usados,8066378208,Mazda,105 cv,9 km,Utilitário,Manual,Nacional,,,
248,2013,,Diesel,Usados,8064878503,Skoda,105 cv,51 273 km,Carrinha,Manual,Nacional,60-NN-58,Sim,
249,2017,,Diesel,Usados,8064878102,Volvo,190 cv,30 418 km,Carrinha,Automática,,79-TS-67,Sim,
250,2019,,Eléctrico,Usados,8075650193,BMW,170 cv,1 000 km,Utilitário,Automática,Nacional,03-ZL-45,Sim,Série i
251,2013,Classe 1,Diesel,Usados,8072372239,BMW,184 cv,170 000 km,Coupé,Automática,Importado,,Sim,Série 4
252,2016,Classe 1,Híbrido (Diesel),Usados,8075647710,Volvo,285 cv,100 040 km,Carrinha,Automática,Nacional,65-SC-38,,
253,2020,,Gasolina,Usados,8075650224,VW,115 cv,185 km,SUV / TT,Automática,Nacional,43-ZT-76,Sim,
254,2013,,Diesel,Usados,8067353048,VW,140 cv,130 494 km,Monovolume,Manual,Nacional,61-NS-54,Sim,
255,2015,,Diesel,Usados,8063401787,Peugeot,120 cv,51 118 km,SUV / TT,Manual,,59-PT-03,Sim,
256,2017,Classe 1,Diesel,Usados,8064855446,Mercedes-Benz,136 cv,140 000 km,Sedan,Manual,,,Sim,Classe C
257,2014,,Diesel,Usados,8064876252,BMW,143 cv,100 218 km,Carrinha,Manual,,34-ON-08,Sim,Série 3
258,2007,Classe 1,Diesel,Usados,8066274192,Suzuki,75 cv,174 400 km,Citadino,Manual,Nacional,00-00-00,,
259,2017,Classe 1,Diesel,Usados,8070746527,SEAT,115 cv,20 700 km,Carrinha,Manual,Nacional,00-00-00,,
260,2017,Classe 1,Diesel,Usados,8064855446,Mercedes-Benz,136 cv,140 000 km,Sedan,Manual,,,Sim,Classe C
261,2017,,Diesel,Usados,8075650187,MINI,170 cv,32 793 km,Citadino,Manual,Nacional,30-SL-93,Sim,
262,2015,,Diesel,Usados,8075645969,BMW,115 cv,160 000 km,SUV / TT,,,,,Série 2
263,2019,,Diesel,Usados,8075650128,Audi,204 cv,3 000 km,Sedan,Automática,Nacional,61-ZA-27,Sim,
264,2014,,Diesel,Usados,8073984048,VW,105 cv,97 978 km,Carrinha,Manual,Nacional,,Sim,
265,2018,,Diesel,Usados,8075650164,BMW,190 cv,16 930 km,Sedan,Manual,Nacional,84-UU-10,Sim,Série 5
266,2013,,Diesel,Usados,8056064609,BMW,184 cv,49 500 km,Carrinha,Automática,,,Sim,Série 3
267,2018,,Gasolina,Usados,8067353077,Hyundai,66 cv,15 960 km,Pequeno citadino,Manual,Nacional,90-UP-70,Sim,
268,2011,Classe 1,Diesel,Usados,8061739308,Renault,110 cv,159 100 km,Monovolume,Manual,Nacional,00-00-00,,
269,2016,,Diesel,Usados,8075650261,Peugeot,120 cv,84 000 km,SUV / TT,Manual,Nacional,15-QQ-14,Sim,
270,2019,,Diesel,Usados,8075650239,BMW,116 cv,1 000 km,Utilitário,Semi-automática,Nacional,82-ZF-45,Sim,Série 1
271,2009,,Diesel,Usados,8052742072,Renault,106 cv,109 743 km,Coupé,Manual,Nacional,,Sim,
272,2017,Classe 1,Diesel,Usados,8070746527,SEAT,115 cv,20 700 km,Carrinha,Manual,Nacional,00-00-00,,
273,2017,,Diesel,Usados,8075650083,SEAT,90 cv,28 000 km,Utilitário,Manual,Nacional,64-SP-46,Sim,
274,2018,,Diesel,Usados,8075650106,MINI,116 cv,17 692 km,Utilitário,Manual,Nacional,19-UN-87,Sim,
275,2013,,Diesel,Usados,8059047985,VW,105 cv,79 754 km,Cabrio,Manual,,25-NO-53,Sim,
276,2013,Classe 1,Diesel,Usados,8072372239,BMW,184 cv,170 000 km,Coupé,Automática,Importado,,Sim,Série 4
277,2018,,Diesel,Usados,8075650231,Mercedes-Benz,136 cv,20 000 km,SUV / TT,Automática,Nacional,93-VT-73,Sim,Classe GLA
278,2019,,Eléctrico,Usados,8075650254,Hyundai,120 cv,89 km,Utilitário,Automática,Nacional,56-ZR-05,Sim,
279,2015,,Diesel,Usados,8075645969,BMW,115 cv,160 000 km,SUV / TT,,,,,Série 2
280,2013,,Eléctrico,Usados,8067604017,Renault,95 cv,63 205 km,Sedan,Automática,Nacional,20-NS-48,Sim,
281,2014,,Diesel,Usados,8067703791,Renault,90 cv,82 231 km,SUV / TT,Manual,Nacional,64-OV-84,Sim,
282,2015,Classe 1,Diesel,Usados,8075613539,Mercedes-Benz,110 cv,155 000 km,Sedan,Manual,,,,Classe CLA
283,2011,Classe 1,Diesel,Usados,8060377947,Audi,170 cv,206 545 km,Carrinha,Automática,Nacional,38-LP-97,Sim,
284,2016,,Eléctrico,Usados,8067353022,Nissan,109 cv,95 241 km,Utilitário,Automática,Nacional,12-RA-32,Sim,
285,2017,Classe 1,Diesel,Usados,8074539386,Fiat,95 cv,42 000 km,Carrinha,Manual,Nacional,,,
286,2008,Classe 1,Diesel,Usados,8075645261,Renault,150 cv,216 000 km,Carrinha,Manual,Nacional,,,
287,2018,,Diesel,Usados,8071139789,Jaguar,180 cv,50 000 km,Sedan,Automática,,,,
288,2013,,Diesel,Usados,8067353035,Skoda,105 cv,117 129 km,Carrinha,Manual,Nacional,19-OD-99,Sim,
289,2007,,Diesel,Usados,8075647484,BMW,150 cv,132 000 km,SUV / TT,Manual,Nacional,,,Série X
290,2018,,Gasolina,Usados,8067703813,Fiat,69 cv,30 827 km,Pequeno citadino,Manual,Nacional,03-UI-76,Sim,
291,2018,,Gasolina,Usados,8067604133,Peugeot,72 cv,6 516 km,Pequeno citadino,Manual,Nacional,31-VR-90,Sim,
292,2013,Classe 1,Diesel,Usados,8000578294,Mercedes-Benz,170 cv,109 673 km,Coupé,Automática,,,Sim,Classe CLA
293,2010,Classe 1,Diesel,Usados,8073039579,Renault,90 cv,189 000 km,Carrinha,Manual,Nacional,24-JT-26,,
294,2018,,Gasolina,Usados,8067604067,SEAT,115 cv,49 279 km,Utilitário,Manual,Nacional,62-VD-31,Sim,
295,2017,,Diesel,Usados,8067470943,Hyundai,90 cv,39 750 km,Citadino,Manual,Nacional,96-TB-37,Sim,
296,2012,,Diesel,Usados,8000185076,Mercedes-Benz,109 cv,167 000 km,Utilitário,Manual,,,,Classe B
297,2014,,Diesel,Usados,8075646848,Smart,71 cv,30 000 km,Utilitário,,,,,
298,2016,,Diesel,Usados,8073139207,VW,120 cv,80 337 km,Carrinha,Automática,,93-RF-32,Sim,
299,2017,,Diesel,Usados,8067604072,DS,98 cv,34 097 km,Citadino,Manual,Nacional,87-SR-25,Sim,
300,2017,Classe 1,Diesel,Usados,8037493374,Kia,90 cv,45 000 km,Citadino,Manual,Nacional,,,
301,2013,Classe 1,Diesel,Usados,8050934561,Citroën,92 cv,115 000 km,Sedan,Manual,Nacional,69-NV-15,Sim,
302,2018,,Diesel,Usados,8067604033,Renault,110 cv,68 940 km,Carrinha,Manual,Nacional,26-UZ-58,Sim,
303,2017,Classe 1,Diesel,Usados,8074539386,Fiat,95 cv,42 000 km,Carrinha,Manual,Nacional,,,
304,2015,Classe 1,Diesel,Usados,8075611039,Skoda,90 cv,68 100 km,Carrinha,Manual,Nacional,,Sim,
305,2019,,Eléctrico,Usados,8067812095,Nissan,150 cv,305 km,Utilitário,Automática,Importado,64-ZC-67,Sim,
306,2017,,Diesel,Usados,8075619573,Kia,115 cv,40 000 km,SUV / TT,Manual,Nacional,09-UB-84,Sim,
307,2018,,Diesel,Usados,8071139789,Jaguar,180 cv,50 000 km,Sedan,Automática,,,,
308,2009,Classe 1,Diesel,Usados,8073099636,VW,110 cv,198 000 km,Sedan,Manual,Nacional,20-HF-89,,
309,2018,,Gasolina,Usados,8067703805,Fiat,69 cv,38 215 km,Pequeno citadino,Manual,Nacional,32-UE-35,Sim,
310,2018,,Gasolina,Usados,8067703818,Fiat,69 cv,33 738 km,Pequeno citadino,Manual,Nacional,31-UE-72,Sim,
311,2015,,Diesel,Usados,8073139134,Mercedes-Benz,109 cv,82 465 km,Utilitário,Manual,,39-PT-13,Sim,Classe A
312,2014,,Diesel,Usados,8067603994,Mercedes-Benz,204 cv,100 000 km,Carrinha,Semi-automática,Nacional,06-OT-63,Sim,Classe CLS
313,2016,,Diesel,Usados,8067603965,Nissan,110 cv,84 373 km,SUV / TT,Manual,Nacional,51-RI-74,Sim,
314,2013,Classe 1,Diesel,Usados,8000578294,Mercedes-Benz,170 cv,109 673 km,Coupé,Automática,,,Sim,Classe CLA
315,2010,,Diesel,Usados,8054415083,Renault,110 cv,216 000 km,Utilitário,Automática,,00-00-00,Sim,
316,2015,Classe 1,Diesel,Usados,8075611039,Skoda,90 cv,68 100 km,Carrinha,Manual,Nacional,,Sim,
317,2019,,Gasolina,Usados,8067703835,Abarth,145 cv,24 km,Utilitário,Manual,Importado,10-ZH-96,Sim,
318,2017,,Diesel,Usados,8073139483,Kia,115 cv,19 501 km,Citadino,Manual,,93-TZ-28,Sim,
319,2017,,Eléctrico,Usados,8067471152,Renault,92 cv,12 858 km,Pequeno citadino,Automática,Nacional,92-SR-29,Sim,
320,2002,,Diesel,Usados,8072830542,Mercedes-Benz,123 cv,223 000 km,Carrinha,,,,,Classe C
321,2019,Classe 1,Gasolina,Usados,8066083146,Nissan,100 cv,15 978 km,Citadino,Manual,Nacional,91-XB-84,,
322,2019,,Gasolina,Usados,8073600756,Nissan,100 cv,16 846 km,Citadino,Manual,Nacional,48-XD-38,,
323,2012,,Diesel,Usados,8067604007,MINI,90 cv,104 750 km,Citadino,Manual,Nacional,52-ND-41,Sim,
324,2005,,Diesel,Usados,8066180773,Opel,90 cv,222 000 km,Carrinha,,,,,
325,2009,,Diesel,Usados,8075767310,MINI,109 cv,176 000 km,Citadino,Manual,,,,
326,2009,,Gasolina,Usados,8072483064,Toyota,69 cv,141 554 km,Citadino,Manual,Nacional,16-IC-17,Sim,
327,2016,,Gasolina,Usados,8069629954,Toyota,69 cv,33 846 km,Pequeno citadino,Manual,Nacional,71-RN-56,Sim,
328,2009,,Diesel,Usados,8075767310,MINI,109 cv,176 000 km,Citadino,Manual,,,,
329,2016,Classe 1,Diesel,Usados,8060217631,SEAT,105 cv,20 468 km,Citadino,Manual,Nacional,,,
330,2015,,Diesel,Usados,8075645969,BMW,115 cv,160 000 km,SUV / TT,,,,,Série 2
331,2016,Classe 1,Diesel,Usados,8060217631,SEAT,105 cv,20 468 km,Citadino,Manual,Nacional,,,
332,2019,,Gasolina,Usados,8071486730,Fiat,69 cv,23 280 km,Pequeno citadino,Automática,Nacional,71-XH-85,,
333,2015,,Diesel,Usados,8075646455,BMW,116 cv,123 000 km,Citadino,,,,,Série 1
334,2016,,Híbrido (Diesel),Usados,8067470999,Volvo,285 cv,18 312 km,Carrinha,Semi-automática,Nacional,91-SG-04,Sim,
335,2017,,Diesel,Usados,8073703895,BMW,190 cv,19 000 km,Carrinha,,,,,Série 5
336,2010,,Diesel,Usados,8069768018,Toyota,90 cv,147 477 km,Pequeno citadino,Manual,Nacional,47-SM-15,Sim,
337,2017,Classe 1,Diesel,Usados,8064855446,Mercedes-Benz,136 cv,140 000 km,Sedan,Manual,,,Sim,Classe C
338,2007,Classe 1,Diesel,Usados,8066274192,Suzuki,75 cv,174 400 km,Citadino,Manual,Nacional,00-00-00,,
339,2012,Classe 1,Diesel,Usados,8075646264,Mercedes-Benz,204 cv,180 000 km,Coupé,Automática,,,,Classe C
340,2018,Classe 1,Diesel,Usados,8051947853,Nissan,110 cv,28 700 km,SUV / TT,Manual,Nacional,85-UJ-98,,
341,2017,,Diesel,Usados,8067470943,Hyundai,90 cv,39 750 km,Citadino,Manual,Nacional,96-TB-37,Sim,
342,2015,,Diesel,Usados,8075646524,Mercedes-Benz,115 cv,170 000 km,Sedan,,,,,Classe C
343,2018,Classe 1,Híbrido (Gasolina),Usados,8072836200,Porsche,462 cv,49 500 km,Carrinha,Automática,Importado,,,
344,2018,,Diesel,Usados,8037118375,Nissan,110 cv,16 600 km,SUV / TT,Manual,Nacional,23-UN-05,,
345,1966,Classe 1,Gasolina,Usados,8075646602,Renault,34 cv,39 000 km,Carrinha,Manual,Nacional,,,
346,2017,,Gasolina,Usados,8069513650,Fiat,69 cv,34 000 km,Pequeno citadino,Manual,Nacional,43-SQ-51,,
347,2007,Classe 1,Diesel,Usados,8066274192,Suzuki,75 cv,174 400 km,Citadino,Manual,Nacional,00-00-00,,
348,2016,,Diesel,Usados,8075645980,Toyota,90 cv,99 000 km,Utilitário,Manual,,,,
349,2014,,Diesel,Usados,8059047309,BMW,313 cv,61 782 km,Sedan,Automática,,35-PI-25,Sim,Série 7
350,2007,,Diesel,Usados,8068814215,Citroën,110 cv,234 000 km,Sedan,,,,,
351,2015,,Gasolina,Usados,8067471053,Nissan,80 cv,88 778 km,Utilitário,Manual,Nacional,59-PX-73,Sim,
352,2018,,Gasolina,Usados,8067471062,Fiat,69 cv,33 155 km,Pequeno citadino,Manual,Nacional,33-UE-03,Sim,
353,2018,,Diesel,Usados,8063398660,Opel,110 cv,39 380 km,Carrinha,Manual,,27-UL-53,Sim,
354,2018,Classe 1,Diesel,Usados,8057572323,Nissan,115 cv,14 948 km,SUV / TT,Manual,Nacional,54-VV-70,,
355,2015,,Diesel,Usados,8067471090,Peugeot,75 cv,87 051 km,SUV / TT,Manual,Nacional,08-QO-41,Sim,
356,2017,Classe 1,Diesel,Usados,8064855446,Mercedes-Benz,136 cv,140 000 km,Sedan,Manual,,,Sim,Classe C
357,2019,Classe 1,Gasolina,Usados,8066083164,Nissan,100 cv,18 200 km,Citadino,Manual,Nacional,91-XB-83,,
358,2018,,Diesel,Usados,8065653415,Nissan,110 cv,13 500 km,SUV / TT,Manual,Nacional,29-UX-69,,
359,2006,,Diesel,Usados,8073703326,Audi,140 cv,213 000 km,Carrinha,,,,,
360,2016,Classe 1,Diesel,Usados,8069403741,VW,150 cv,200 200 km,Carrinha,Manual,Nacional,36-QV-97,,
361,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,Manual,,,Sim,
362,2001,Classe 1,Diesel,Usados,8073293359,Mercedes-Benz,143 cv,249 000 km,Carrinha,Manual,,00-00-00,Sim,Classe C
363,2010,Classe 1,Diesel,Usados,8075645174,Nissan,95 cv,240 000 km,SUV / TT,Manual,,,,
364,2017,Classe 1,Eléctrico,Usados,8046154637,Hyundai,110 cv,66 000 km,Sedan,Automática,,,Sim,
365,2018,,Híbrido (Gasolina),Usados,8075645694,Toyota,122 cv,63 754 km,SUV / TT,Automática,Importado,,,
366,2016,Classe 1,Diesel,Usados,8060217631,SEAT,105 cv,20 468 km,Citadino,Manual,Nacional,,,
367,2018,,Híbrido (Gasolina),Usados,8075645694,Toyota,122 cv,63 754 km,SUV / TT,Automática,Importado,,,
368,2018,,Híbrido (Gasolina),Usados,8075645694,Toyota,122 cv,63 754 km,SUV / TT,Automática,Importado,,,
369,2009,Classe 1,Diesel,Usados,8073451059,Audi,170 cv,177 000 km,SUV / TT,Automática,Nacional,,Sim,
370,2016,,Gasolina,Usados,8069629954,Toyota,69 cv,33 846 km,Pequeno citadino,Manual,Nacional,71-RN-56,Sim,
371,2014,,Diesel,Usados,8073138636,Citroën,92 cv,87 095 km,Utilitário,Manual,,26-OT-39,Sim,
372,2013,,Diesel,Usados,8036692519,Opel,130 cv,110 177 km,Utilitário,Manual,Nacional,,,
373,2010,,Diesel,Usados,8067427524,VW,170 cv,141 000 km,Sedan,Automática,Nacional,,,
374,2007,Classe 1,Diesel,Usados,8074414436,BMW,177 cv,249 000 km,Carrinha,Manual,Nacional,00-00-00,,Série 5
375,2017,Classe 1,Gasolina,Usados,8055009654,Abarth,170 cv,15 000 km,Cabrio,Manual,Nacional,63-XE-15,Sim,
376,2010,,Diesel,Usados,8075645594,Peugeot,115 cv,140 000 km,SUV / TT,,,,,
377,2014,Classe 1,Gasolina,Usados,8066738791,Citroën,70 cv,100 400 km,Citadino,Manual,Importado,,,
378,2013,Classe 1,Diesel,Usados,8074536487,VW,75 cv,118 000 km,Citadino,Manual,Nacional,00-00-00,,
379,2010,Classe 1,Diesel,Usados,8067933515,Peugeot,110 cv,140 000 km,Monovolume,Automática,,14-QD-30,Sim,
380,2008,,Diesel,Usados,8050515431,MINI,116 cv,133 978 km,Carrinha,Manual,Importado,,,
381,2019,,Diesel,Usados,8063319100,Citroën,102 cv,20 240 km,Sedan,Manual,Nacional,84-XC-64,Sim,
382,2016,Classe 1,Diesel,Usados,8060217631,SEAT,105 cv,20 468 km,Citadino,Manual,Nacional,,,
383,2003,Classe 1,Diesel,Usados,8072484784,Mercedes-Benz,150 cv,140 000 km,Carrinha,Manual,Nacional,00-00-00,,Classe C
384,2018,,Diesel,Usados,8059046802,SEAT,95 cv,22 196 km,Citadino,Manual,,44-VB-78,Sim,
385,2004,Classe 1,Diesel,Usados,8074414509,SEAT,75 cv,249 000 km,Sedan,Manual,Nacional,00-00-00,,
386,2015,,Diesel,Usados,8059046532,BMW,313 cv,97 328 km,Sedan,Automática,,21-PL-87,Sim,Série 6
387,2015,,Diesel,Usados,8073137614,Peugeot,150 cv,39 245 km,Carrinha,Manual,,97-PM-92,Sim,
388,2009,,Gasolina,Usados,8072483064,Toyota,69 cv,141 554 km,Citadino,Manual,Nacional,16-IC-17,Sim,
389,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,Manual,,,Sim,
390,2014,Classe 1,Diesel,Usados,8065102405,VW,140 cv,98 000 km,Sedan,Manual,Nacional,00-00-00,,
391,2015,Classe 1,Diesel,Usados,8075614562,Renault,160 cv,125 000 km,Monovolume,Automática,,,,
392,2016,,Diesel,Usados,8075645980,Toyota,90 cv,99 000 km,Utilitário,Manual,,,,
393,2017,,Gasolina,Usados,8069513650,Fiat,69 cv,34 000 km,Pequeno citadino,Manual,Nacional,43-SQ-51,,
394,2009,Classe 1,Diesel,Usados,8073451059,Audi,170 cv,177 000 km,SUV / TT,Automática,Nacional,,Sim,
395,2004,Classe 1,GPL,Usados,8075645794,Toyota,129 cv,240 000 km,Sedan,Manual,Nacional,,,
396,2009,Classe 1,Gasolina,Usados,8074414475,VW,122 cv,149 000 km,Utilitário,Automática,Nacional,00-00-00,,
397,2014,Classe 1,Diesel,Usados,8065102532,Mercedes-Benz,109 cv,82 000 km,Utilitário,Automática,Nacional,00-00-00,,Classe A
398,2014,Classe 1,Diesel,Usados,8065102368,SEAT,105 cv,138 000 km,Carrinha,Manual,Nacional,00-00-00,,
399,2019,,Gasolina,Usados,8071486730,Fiat,69 cv,23 280 km,Pequeno citadino,Automática,Nacional,71-XH-85,,
400,2017,Classe 1,Diesel,Usados,8067062009,Mercedes-Benz,194 cv,85 000 km,Carrinha,Automática,,00-00-00,,Classe E
401,2017,Classe 1,Diesel,Usados,8065363891,Volvo,150 cv,46 000 km,Carrinha,Manual,Nacional,30-TC-63,,
402,2015,Classe 1,Diesel,Usados,8071086598,SEAT,150 cv,92 000 km,Monovolume,Manual,Nacional,00-00-00,,
403,2016,,Gasolina,Usados,8074057545,Citroën,82 cv,37 000 km,Citadino,,,,,
404,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,Manual,,,Sim,
405,2017,Classe 1,Gasolina,Usados,8065954662,VW,60 cv,65 000 km,Pequeno citadino,Manual,Nacional,00-00-00,,
406,2008,Classe 1,Diesel,Usados,8064244023,Renault,105 cv,130 000 km,Cabrio,,Nacional,,,
407,2019,,Diesel,Usados,8073090589,Peugeot,130 cv,22 012 km,Monovolume,Manual,Nacional,74-XC-14,Sim,
408,2015,,Diesel,Usados,8075748070,Kia,136 cv,91 437 km,Monovolume,Manual,Nacional,,,
409,2016,Classe 1,Diesel,Usados,8066126244,Mercedes-Benz,136 cv,59 904 km,Carrinha,Automática,Nacional,00-00-00,,Classe CLA
410,2015,,Diesel,Usados,8075748070,Kia,136 cv,91 437 km,Monovolume,Manual,Nacional,,,
411,2008,Classe 1,Diesel,Usados,8066126333,Mercedes-Benz,150 cv,155 000 km,Coupé,Automática,Nacional,00-00-00,,Classe CLK
412,2017,Classe 1,Diesel,Usados,8065250291,Volvo,150 cv,46 000 km,Carrinha,Manual,Nacional,00-00-00,,
413,2014,,Diesel,Usados,8066126264,Fiat,105 cv,129 000 km,Monovolume,Manual,Nacional,00-00-00,,
414,2016,,Gasolina,Usados,8061043893,Ford,526 cv,20 400 km,Coupé,Manual,,,,
415,2018,,Gasolina,Usados,8072393398,Fiat,69 cv,35 432 km,Pequeno citadino,Manual,,83-UX-91,Sim,
416,2009,,Diesel,Usados,8066361024,Audi,170 cv,149 000 km,Coupé,Manual,Nacional,00-00-00,,
417,2017,Classe 1,Diesel,Usados,8065102571,Opel,95 cv,20 000 km,Citadino,Manual,Nacional,00-00-00,,
418,2019,,Diesel,Usados,8073090589,Peugeot,130 cv,22 012 km,Monovolume,Manual,Nacional,74-XC-14,Sim,
419,2017,Classe 1,Gasolina,Usados,8065794090,VW,75 cv,72 000 km,Citadino,Manual,Nacional,00-00-00,,
420,2014,Classe 1,Diesel,Usados,8067793522,Peugeot,92 cv,196 070 km,Carrinha,Manual,Nacional,,Sim,
421,2011,Classe 1,Gasolina,Usados,8075645277,Fiat,70 cv,56 508 km,Pequeno citadino,Manual,Nacional,98-MH-86,Sim,
422,2013,,Diesel,Usados,8075644878,Volvo,115 cv,180 000 km,Sedan,,,,,
423,2014,Classe 1,Diesel,Usados,8065250325,VW,143 cv,98 000 km,Sedan,Manual,Nacional,00-00-00,,
424,2008,Classe 1,Diesel,Usados,8066361059,Chevrolet,126 cv,133 000 km,SUV / TT,Manual,Nacional,00-00-00,,
425,2008,Classe 1,Diesel,Usados,8066126298,Peugeot,110 cv,267 000 km,Carrinha,Manual,Nacional,00-00-00,,
426,2014,Classe 1,Diesel,Usados,8065102405,VW,140 cv,98 000 km,Sedan,Manual,Nacional,00-00-00,,
427,2015,Classe 1,Diesel,Usados,8071086516,Audi,190 cv,113 000 km,Carrinha,Automática,Nacional,00-00-00,,
428,2002,Classe 1,Gasolina,Usados,8066126355,Mercedes-Benz,163 cv,139 000 km,Cabrio,Manual,Nacional,00-00-00,,Classe SLK
429,2017,Classe 1,Diesel,Usados,8066126370,Renault,90 cv,118 000 km,Citadino,Manual,Nacional,00-00-00,,
430,2016,Classe 1,Diesel,Usados,8075645243,Fiat,120 cv,23 658 km,Citadino,Manual,Nacional,,,
431,2014,Classe 1,Diesel,Usados,8066126216,VW,140 cv,98 990 km,Sedan,Manual,Nacional,00-00-00,,
432,2013,,Gasolina,Usados,8066126274,Citroën,68 cv,109 000 km,Pequeno citadino,Manual,Nacional,00-00-00,,
433,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,Manual,,,Sim,
434,2015,Classe 1,Diesel,Usados,8053795550,VW,120 cv,139 000 km,Carrinha,Manual,,,,
435,2018,Classe 1,Diesel,Usados,8065102694,Opel,95 cv,13 000 km,Citadino,Manual,Nacional,00-00-00,,
436,2000,Classe 1,Gasolina,Usados,8064148055,Toyota,145 cv,153 000 km,Coupé,Manual,,,Sim,
437,2014,Classe 1,Diesel,Usados,8071086557,Kia,75 cv,26 000 km,Citadino,Manual,Nacional,00-00-00,,
438,2014,Classe 1,Diesel,Usados,8067793522,Peugeot,92 cv,196 070 km,Carrinha,Manual,Nacional,,Sim,
439,2017,,Diesel,Usados,8075645274,BMW,116 cv,150 000 km,Monovolume,,,,,Série 2
440,2014,Classe 1,Diesel,Usados,8047242654,VW,75 cv,132 000 km,Citadino,Manual,,,,
441,2016,Classe 1,Diesel,Usados,8075644591,Nissan,110 cv,120 193 km,SUV / TT,Manual,Importado,,,
442,2017,Classe 1,Diesel,Usados,8064404909,BMW,150 cv,142 000 km,SUV / TT,Manual,,,,Série X
443,2015,Classe 1,Diesel,Usados,8071553296,BMW,116 cv,146 000 km,Monovolume,Manual,,,,Série 2
444,2015,Classe 1,Diesel,Usados,8061253269,MINI,116 cv,77 000 km,Citadino,Manual,,,,
445,2015,Classe 1,Diesel,Usados,8068950479,Citroën,100 cv,115 000 km,Utilitário,Manual,,,,
